,Mkt-RF,SMB,HML,RF,
11/29/2006,0.0095,0.0013,-0.0004,0.0002,
11/30/2006,0.0011,0.0013,0.0021,0.0002,
12/01/2006,-0.003,-0.0036,0.0011,0.0002,
12/04/2006,0.0099,0.0086,-0.0016,0.0002,
12/05/2006,0.0041,-0.0019,0.0024,0.0002,
12/06/2006,-0.001,-0.0009,0.0024,0.0002,
12/07/2006,-0.0041,-0.0005,0.0008,0.0002,
12/08/2006,0.0014,-0.0016,0.0001,0.0002,
12/11/2006,0.0018,-0.0028,0.0065,0.0002,
12/12/2006,-0.002,-0.0051,0.0045,0.0002,
12/13/2006,0.0009,-0.0004,0.0017,0.0002,
12/14/2006,0.008,-0.0013,-0.0012,0.0002,
12/15/2006,0.0007,-0.0033,0.004,0.0002,
12/18/2006,-0.0046,-0.0095,0.0017,0.0002,
12/19/2006,0.0016,-0.0012,0.0004,0.0002,
12/20/2006,-0.0012,0.0056,0.0008,0.0002,
12/21/2006,-0.0038,0.0002,0.0035,0.0002,
12/22/2006,-0.0048,0.0029,0.0009,0.0002,
12/26/2006,0.0044,0.0034,0.0037,0.0002,
12/27/2006,0.0074,0.0051,-0.0004,0.0002,
12/28/2006,-0.0018,-0.0017,-0.0001,0.0002,
12/29/2006,-0.0051,-0.0026,-0.0002,0.0002,
01/03/2007,-0.0004,0.0005,0.0014,0.00022,
01/04/2007,0.0016,0.0024,-0.0051,0.00022,
01/05/2007,-0.0073,-0.0091,-0.0033,0.00022,
01/08/2007,0.0024,-0.0007,0.0008,0.00022,
01/09/2007,0,0.0028,-0.002,0.00022,
01/10/2007,0.0023,-0.0008,-0.0017,0.00022,
01/11/2007,0.0074,0.0055,-0.0029,0.00022,
01/12/2007,0.005,0.0021,-0.0028,0.00022,
01/16/2007,0,-0.0026,0.0006,0.00022,
01/17/2007,-0.0014,-0.0021,-0.0005,0.00022,
01/18/2007,-0.0048,-0.0107,0.0053,0.00022,
01/19/2007,0.0033,0.0043,0.0007,0.00022,
01/22/2007,-0.0055,-0.0049,0.0034,0.00022,
01/23/2007,0.0037,0.006,0.0007,0.00022,
01/24/2007,0.0084,0.0023,-0.0005,0.00022,
01/25/2007,-0.0115,-0.0007,-0.001,0.00022,
01/26/2007,-0.0006,0.0055,0.001,0.00022,
01/29/2007,0.0002,0.0059,0.0023,0.00022,
01/30/2007,0.0052,-0.0002,0.0022,0.00022,
01/31/2007,0.0064,-0.0042,0.0003,0.00022,
02/01/2007,0.0059,0.0034,-0.0024,0.0002,
02/02/2007,0.0015,0.001,0.0027,0.0002,
02/05/2007,-0.0012,-0.0022,0.0013,0.0002,
02/06/2007,0.001,0.0028,0.0019,0.0002,
02/07/2007,0.0021,0.004,-0.0001,0.0002,
02/08/2007,-0.001,0.0024,-0.0021,0.0002,
02/09/2007,-0.0076,-0.0034,0.0015,0.0002,
02/12/2007,-0.0035,0.0019,0.0009,0.0002,
02/13/2007,0.0072,-0.0017,0.0033,0.0002,
02/14/2007,0.0073,-0.005,-0.0017,0.0002,
02/15/2007,0.0011,0.0016,-0.0037,0.0002,
02/16/2007,0,0.0026,0.0007,0.0002,
02/20/2007,0.0042,0.0064,-0.0018,0.0002,
02/21/2007,-0.0009,0.003,-0.0021,0.0002,
02/22/2007,-0.0006,0.0037,-0.0012,0.0002,
02/23/2007,-0.0031,0.0014,-0.0026,0.0002,
02/26/2007,-0.0019,-0.0014,0.0009,0.0002,
02/27/2007,-0.0343,-0.0018,0.0003,0.0002,
02/28/2007,0.0047,-0.0051,0.0035,0.0002,
03/01/2007,-0.0025,-0.0009,0.0019,0.00019,
03/02/2007,-0.0124,-0.0063,0.0023,0.00019,
03/05/2007,-0.0111,-0.0069,-0.0028,0.00019,
03/06/2007,0.0158,0.0067,0,0.00019,
03/07/2007,-0.0021,-0.0006,-0.0001,0.00019,
03/08/2007,0.0068,-0.001,0.0011,0.00019,
03/09/2007,0.0009,0.0028,0.0014,0.00019,
03/12/2007,0.0028,0.0027,-0.0012,0.00019,
03/13/2007,-0.0203,-0.0026,-0.0012,0.00019,
03/14/2007,0.0057,0.0011,-0.0009,0.00019,
03/15/2007,0.0044,0.0049,0.0013,0.00019,
03/16/2007,-0.0042,-0.0011,-0.0017,0.00019,
03/19/2007,0.0108,-0.0011,0.0002,0.00019,
03/20/2007,0.0067,0.0002,0.0014,0.00019,
03/21/2007,0.0164,-0.0015,-0.001,0.00019,
03/22/2007,-0.0002,0.0019,-0.0031,0.00019,
03/23/2007,0.0008,0.0008,0.0004,0.00019,
03/26/2007,0.0006,-0.0004,-0.0008,0.00019,
03/27/2007,-0.0061,-0.0021,-0.0002,0.00019,
03/28/2007,-0.0074,0.0022,-0.0004,0.00019,
03/29/2007,0.0029,-0.002,0.0017,0.00019,
03/30/2007,-0.0007,0.0027,-0.0005,0.00019,
04/02/2007,0.0022,0.0009,-0.0011,0.00022,
04/03/2007,0.0093,0.0005,-0.0012,0.00022,
04/04/2007,0.0009,-0.0017,-0.0025,0.00022,
04/05/2007,0.0031,0,-0.0008,0.00022,
04/09/2007,0.0005,-0.0024,0.0007,0.00022,
04/10/2007,0.0022,0.001,0.0002,0.00022,
04/11/2007,-0.0064,-0.001,0.0012,0.00022,
04/12/2007,0.0061,0.0025,-0.0019,0.00022,
04/13/2007,0.0034,0.0024,-0.0008,0.00022,
04/16/2007,0.0106,0.0029,0.0011,0.00022,
04/17/2007,0.0009,-0.0042,-0.0012,0.00022,
04/18/2007,0,-0.0071,0.0044,0.00022,
04/19/2007,-0.0023,-0.0038,0.0003,0.00022,
04/20/2007,0.0089,0.002,0.0004,0.00022,
04/23/2007,-0.0024,0.0007,-0.0029,0.00022,
04/24/2007,-0.001,-0.0004,-0.0024,0.00022,
04/25/2007,0.0091,-0.0035,0.0017,0.00022,
04/26/2007,-0.0002,0.0032,-0.0034,0.00022,
04/27/2007,-0.0013,-0.003,-0.0031,0.00022,
04/30/2007,-0.0093,-0.0091,0.0002,0.00022,
05/01/2007,0.0022,-0.0009,0.0003,0.00018,
05/02/2007,0.0079,0.0062,0.0002,0.00018,
05/03/2007,0.0037,-0.0036,0.0032,0.00018,
05/04/2007,0.0025,0.0018,-0.0002,0.00018,
05/07/2007,0.0018,-0.0037,0.0032,0.00018,
05/08/2007,-0.0013,-0.0003,-0.0011,0.00018,
05/09/2007,0.0035,0.0007,-0.0003,0.00018,
05/10/2007,-0.0142,-0.005,0.0029,0.00018,
05/11/2007,0.0095,0.0018,0.0006,0.00018,
05/14/2007,-0.0028,-0.0061,0.0007,0.00018,
05/15/2007,-0.0027,-0.008,0.0028,0.00018,
05/16/2007,0.0082,-0.0021,0.0005,0.00018,
05/17/2007,-0.001,-0.0034,0.0003,0.00018,
05/18/2007,0.0066,0.0039,-0.0049,0.00018,
05/21/2007,0.0031,0.0093,-0.0028,0.00018,
05/22/2007,0.0008,0.007,-0.0004,0.00018,
05/23/2007,-0.0018,-0.0021,-0.0012,0.00018,
05/24/2007,-0.0107,-0.0043,-0.0004,0.00018,
05/25/2007,0.0055,0.0023,-0.0007,0.00018,
05/29/2007,0.0024,0.006,0.0001,0.00018,
05/30/2007,0.0077,-0.0023,-0.0002,0.00018,
05/31/2007,0.0013,0.0034,-0.003,0.00018,
06/01/2007,0.0044,0.0036,-0.0005,0.00019,
06/04/2007,0.0018,0.0007,0,0.00019,
06/05/2007,-0.0055,-0.0012,-0.0022,0.00019,
06/06/2007,-0.0092,0.0008,0.0005,0.00019,
06/07/2007,-0.0175,-0.0004,0.0006,0.00019,
06/08/2007,0.0107,-0.0006,0.0003,0.00019,
06/11/2007,0.0008,-0.0029,0.001,0.00019,
06/12/2007,-0.0106,-0.0016,-0.0018,0.00019,
06/13/2007,0.0137,-0.002,-0.001,0.00019,
06/14/2007,0.005,0.001,-0.0006,0.00019,
06/15/2007,0.0069,0.0052,-0.0007,0.00019,
06/18/2007,-0.0013,0.0001,-0.0011,0.00019,
06/19/2007,0.0014,0,0.0015,0.00019,
06/20/2007,-0.0129,0.0009,-0.0018,0.00019,
06/21/2007,0.0056,-0.0016,0.0001,0.00019,
06/22/2007,-0.0125,0.0062,-0.0001,0.00019,
06/25/2007,-0.0039,-0.0042,-0.001,0.00019,
06/26/2007,-0.0035,0.0014,-0.0031,0.00019,
06/27/2007,0.0092,0.0047,-0.0039,0.00019,
06/28/2007,0.0003,0.0014,0.0015,0.00019,
06/29/2007,-0.0019,-0.0035,0.0011,0.00019,
07/02/2007,0.0106,-0.0007,0.0011,0.00019,
07/03/2007,0.0036,-0.0005,-0.001,0.00019,
07/05/2007,0.0007,0.002,-0.006,0.00019,
07/06/2007,0.004,-0.0007,-0.0008,0.00019,
07/09/2007,0.001,0.0006,-0.0006,0.00019,
07/10/2007,-0.0143,-0.0015,-0.0037,0.00019,
07/11/2007,0.0055,-0.0029,-0.001,0.00019,
07/12/2007,0.0178,-0.0018,-0.0032,0.00019,
07/13/2007,0.0028,-0.0031,0.0008,0.00019,
07/16/2007,-0.0031,-0.0046,-0.0023,0.00019,
07/17/2007,0.0002,0.0016,-0.0023,0.00019,
07/18/2007,-0.0025,-0.0021,-0.0019,0.00019,
07/19/2007,0.0044,0.0034,-0.0048,0.00019,
07/20/2007,-0.0125,-0.0027,-0.0019,0.00019,
07/23/2007,0.0036,-0.0042,-0.0042,0.00019,
07/24/2007,-0.0204,-0.0053,-0.0022,0.00019,
07/25/2007,0.003,-0.0041,0.0008,0.00019,
07/26/2007,-0.0236,-0.0001,-0.0023,0.00019,
07/27/2007,-0.0151,-0.0006,0.0014,0.00019,
07/30/2007,0.0093,-0.0024,-0.0008,0.00019,
07/31/2007,-0.0119,0.0032,-0.0002,0.00019,
08/01/2007,0.0051,-0.005,-0.0025,0.00018,
08/02/2007,0.0055,0.0015,-0.0036,0.00018,
08/03/2007,-0.0266,-0.0063,-0.0073,0.00018,
08/06/2007,0.0207,-0.0117,-0.0041,0.00018,
08/07/2007,0.0065,0.0027,-0.0067,0.00018,
08/08/2007,0.0147,0.0116,-0.0073,0.00018,
08/09/2007,-0.0274,0.0165,-0.0061,0.00018,
08/10/2007,0.0003,0.0005,0.0135,0.00018,
08/13/2007,-0.0006,-0.0115,0.0032,0.00018,
08/14/2007,-0.0183,-0.0004,-0.0019,0.00018,
08/15/2007,-0.0146,0.0004,-0.0004,0.00018,
08/16/2007,0.0031,0.012,0.0116,0.00018,
08/17/2007,0.0236,-0.0042,0.0038,0.00018,
08/20/2007,0,0.0016,-0.0032,0.00018,
08/21/2007,0.0015,-0.0006,0.0008,0.00018,
08/22/2007,0.012,0.0005,-0.0001,0.00018,
08/23/2007,-0.0023,-0.0098,0.0016,0.00018,
08/24/2007,0.0121,0.0012,-0.0022,0.00018,
08/27/2007,-0.0085,-0.0011,-0.0015,0.00018,
08/28/2007,-0.0233,-0.0007,-0.0041,0.00018,
08/29/2007,0.0213,0.0011,0.0001,0.00018,
08/30/2007,-0.0043,0,-0.0048,0.00018,
08/31/2007,0.0112,0.0005,-0.0008,0.00018,
09/04/2007,0.0103,-0.002,0.0005,0.00017,
09/05/2007,-0.0105,0.0003,-0.0032,0.00017,
09/06/2007,0.0042,0,-0.0019,0.00017,
09/07/2007,-0.017,-0.003,0.0019,0.00017,
09/10/2007,-0.0027,-0.0051,-0.0022,0.00017,
09/11/2007,0.0135,0.0005,-0.0033,0.00017,
09/12/2007,-0.0003,-0.0044,-0.002,0.00017,
09/13/2007,0.0069,-0.0068,0.003,0.00017,
09/14/2007,0.001,0.0036,-0.0006,0.00017,
09/17/2007,-0.006,-0.0044,0.0004,0.00017,
09/18/2007,0.0288,0.0059,0.0036,0.00017,
09/19/2007,0.0059,0.006,0.0024,0.00017,
09/20/2007,-0.0065,-0.0014,-0.0031,0.00017,
09/21/2007,0.0043,-0.0024,-0.0024,0.00017,
09/24/2007,-0.0056,-0.0038,-0.0063,0.00017,
09/25/2007,-0.0003,-0.0029,-0.0038,0.00017,
09/26/2007,0.006,0.0012,-0.0008,0.00017,
09/27/2007,0.0043,0.002,-0.0003,0.00017,
09/28/2007,-0.0037,-0.0054,0.0003,0.00017,
10/01/2007,0.0137,0.0081,0.0007,0.00014,
10/02/2007,0.0011,0.0065,0.0018,0.00014,
10/03/2007,-0.0048,-0.0022,-0.0017,0.00014,
10/04/2007,0.0018,-0.0003,0.0005,0.00014,
10/05/2007,0.011,0.0064,-0.0007,0.00014,
10/08/2007,-0.0027,-0.0018,-0.0029,0.00014,
10/09/2007,0.0078,-0.0023,-0.0015,0.00014,
10/10/2007,-0.0013,0.0002,-0.004,0.00014,
10/11/2007,-0.0058,-0.0067,0.006,0.00014,
10/12/2007,0.0051,0.0011,-0.0031,0.00014,
10/15/2007,-0.0089,-0.0039,-0.0021,0.00014,
10/16/2007,-0.0067,-0.0003,-0.0028,0.00014,
10/17/2007,0.0022,-0.0015,-0.0026,0.00014,
10/18/2007,-0.001,0.0011,-0.0039,0.00014,
10/19/2007,-0.0245,-0.0047,0.0002,0.00014,
10/22/2007,0.0047,0.009,0.0006,0.00014,
10/23/2007,0.0085,0.0006,-0.0054,0.00014,
10/24/2007,-0.0033,-0.0045,-0.0021,0.00014,
10/25/2007,-0.0019,-0.0031,-0.0002,0.00014,
10/26/2007,0.0138,0.0026,0.0037,0.00014,
10/29/2007,0.004,-0.0027,-0.0058,0.00014,
10/30/2007,-0.0064,0.0009,0.0013,0.00014,
10/31/2007,0.0123,0.0004,-0.0013,0.00014,
11/01/2007,-0.0266,-0.0086,-0.0043,0.00016,
11/02/2007,0.0008,0.0019,-0.009,0.00016,
11/05/2007,-0.0059,-0.0028,-0.0011,0.00016,
11/06/2007,0.0119,0.0002,-0.0017,0.00016,
11/07/2007,-0.0277,-0.0004,-0.0046,0.00016,
11/08/2007,-0.0005,0.0054,0.0116,0.00016,
11/09/2007,-0.0146,0.0023,0.0087,0.00016,
11/12/2007,-0.0108,0.0038,0.0028,0.00016,
11/13/2007,0.0281,-0.0045,0.0005,0.00016,
11/14/2007,-0.0063,-0.0022,-0.0018,0.00016,
11/15/2007,-0.0125,0.0005,-0.0006,0.00016,
11/16/2007,0.0041,-0.0062,-0.0063,0.00016,
11/19/2007,-0.0181,-0.0026,-0.0037,0.00016,
11/20/2007,0.0031,-0.0056,-0.001,0.00016,
11/21/2007,-0.0154,0.0041,0.0009,0.00016,
11/23/2007,0.0159,0.0017,0.0019,0.00016,
11/26/2007,-0.0209,-0.0006,-0.0065,0.00016,
11/27/2007,0.0131,-0.0054,-0.0019,0.00016,
11/28/2007,0.029,0.0029,-0.002,0.00016,
11/29/2007,0.0001,-0.005,-0.0031,0.00016,
11/30/2007,0.007,-0.0062,0.0086,0.00016,
12/03/2007,-0.006,-0.0053,0.001,0.00014,
12/04/2007,-0.0061,-0.0015,-0.0016,0.00014,
12/05/2007,0.0147,0.0002,-0.0004,0.00014,
12/06/2007,0.0155,0.0085,0.0027,0.00014,
12/07/2007,-0.0007,0.0004,-0.0005,0.00014,
12/10/2007,0.0071,-0.0014,0.0024,0.00014,
12/11/2007,-0.025,-0.0026,-0.0007,0.00014,
12/12/2007,0.0048,0.0004,-0.002,0.00014,
12/13/2007,0.0006,-0.0033,-0.0032,0.00014,
12/14/2007,-0.0136,-0.0049,-0.0026,0.00014,
12/17/2007,-0.0159,-0.002,0.0031,0.00014,
12/18/2007,0.0065,0.0113,-0.0001,0.00014,
12/19/2007,-0.001,0.0031,-0.0042,0.00014,
12/20/2007,0.0064,0.0086,-0.0039,0.00014,
12/21/2007,0.0164,0.0033,-0.0002,0.00014,
12/24/2007,0.008,0.0009,0.0021,0.00014,
12/26/2007,0.001,0.0022,-0.0004,0.00014,
12/27/2007,-0.0149,-0.0116,0.0004,0.00014,
12/28/2007,0.0012,-0.0037,-0.0014,0.00014,
12/31/2007,-0.0065,0.0003,0.0042,0.00014,
01/02/2008,-0.0146,-0.001,-0.001,0.0001,
01/03/2008,-0.0014,-0.0102,-0.0037,0.0001,
01/04/2008,-0.0256,-0.005,0.0013,0.0001,
01/07/2008,0.0016,0.0011,0.0013,0.0001,
01/08/2008,-0.0181,-0.0043,-0.0086,0.0001,
01/09/2008,0.011,-0.0036,-0.0064,0.0001,
01/10/2008,0.0089,-0.0016,0.0057,0.0001,
01/11/2008,-0.0142,-0.0077,0.0025,0.0001,
01/14/2008,0.0102,-0.0004,-0.002,0.0001,
01/15/2008,-0.0239,0.0049,-0.0012,0.0001,
01/16/2008,-0.0051,0.0082,0.012,0.0001,
01/17/2008,-0.028,0.0038,-0.0011,0.0001,
01/18/2008,-0.0056,-0.0024,-0.0088,0.0001,
01/22/2008,-0.0098,0.0032,0.0119,0.0001,
01/23/2008,0.0204,0.0068,0.0165,0.0001,
01/24/2008,0.0102,-0.0094,-0.0053,0.0001,
01/25/2008,-0.0139,0.0082,0.0024,0.0001,
01/28/2008,0.0171,0.0004,0.0099,0.0001,
01/29/2008,0.0069,-0.0048,0.0099,0.0001,
01/30/2008,-0.0059,-0.0037,-0.001,0.0001,
01/31/2008,0.0166,0.0084,0.0046,0.0001,
02/01/2008,0.0148,0.0069,0.0005,0.00007,
02/04/2008,-0.0099,0.0018,-0.0017,0.00007,
02/05/2008,-0.0301,0.0044,0.0003,0.00007,
02/06/2008,-0.0085,-0.0037,0.0051,0.00007,
02/07/2008,0.0082,0.004,0.0003,0.00007,
02/08/2008,-0.003,-0.0009,-0.0033,0.00007,
02/11/2008,0.0058,-0.0018,-0.0059,0.00007,
02/12/2008,0.0061,-0.0016,-0.0006,0.00007,
02/13/2008,0.0146,0.0071,0.0003,0.00007,
02/14/2008,-0.0135,-0.0077,0.0014,0.00007,
02/15/2008,-0.0002,-0.0082,0.0033,0.00007,
02/19/2008,-0.0006,0.0028,-0.0036,0.00007,
02/20/2008,0.0083,0.0022,-0.0002,0.00007,
02/21/2008,-0.0128,-0.0035,-0.0019,0.00007,
02/22/2008,0.0061,-0.0085,0.0063,0.00007,
02/25/2008,0.0146,0.0045,-0.0006,0.00007,
02/26/2008,0.0072,0.0041,-0.0009,0.00007,
02/27/2008,-0.0011,-0.0004,-0.0024,0.00007,
02/28/2008,-0.0093,-0.0039,-0.0048,0.00007,
02/29/2008,-0.0264,0.0011,-0.0016,0.00007,
03/03/2008,-0.0004,-0.0023,-0.0035,0.00009,
03/04/2008,-0.0036,0,-0.0005,0.00009,
03/05/2008,0.0056,-0.002,-0.0036,0.00009,
03/06/2008,-0.0226,-0.0041,-0.0024,0.00009,
03/07/2008,-0.0088,0.0025,0.0059,0.00009,
03/10/2008,-0.0172,-0.0059,0.005,0.00009,
03/11/2008,0.0357,0.002,0.0022,0.00009,
03/12/2008,-0.0077,0.0021,-0.0081,0.00009,
03/13/2008,0.0065,0.0132,-0.0021,0.00009,
03/14/2008,-0.0207,-0.002,-0.0026,0.00009,
03/17/2008,-0.0121,-0.0077,0.0051,0.00009,
03/18/2008,0.0409,0.0002,-0.0025,0.00009,
03/19/2008,-0.0237,-0.0001,0.002,0.00009,
03/20/2008,0.023,-0.0016,0.0075,0.00009,
03/24/2008,0.0171,0.0113,-0.0061,0.00009,
03/25/2008,0.0038,0.0044,-0.0017,0.00009,
03/26/2008,-0.0082,0.0061,-0.0049,0.00009,
03/27/2008,-0.0113,-0.002,0.0002,0.00009,
03/28/2008,-0.0082,-0.0044,0.0026,0.00009,
03/31/2008,0.0057,0.0004,0.0059,0.00009,
04/01/2008,0.0337,-0.0074,0.0005,0.00008,
04/02/2008,-0.0009,0.0047,-0.0014,0.00008,
04/03/2008,0.0014,-0.0008,-0.0006,0.00008,
04/04/2008,0.0016,0.0009,-0.0046,0.00008,
04/07/2008,0.0014,-0.0045,0.0049,0.00008,
04/08/2008,-0.0034,0.0033,-0.0005,0.00008,
04/09/2008,-0.0096,-0.008,-0.0022,0.00008,
04/10/2008,0.0053,0.0069,-0.0055,0.00008,
04/11/2008,-0.0202,-0.0063,0.0054,0.00008,
04/14/2008,-0.0038,0.0018,-0.0032,0.00008,
04/15/2008,0.0046,0.0029,0.0027,0.00008,
04/16/2008,0.0227,0.0048,0.0015,0.00008,
04/17/2008,-0.001,-0.0086,0.0034,0.00008,
04/18/2008,0.0167,0.0012,-0.0066,0.00008,
04/21/2008,-0.0017,-0.0013,-0.0055,0.00008,
04/22/2008,-0.0097,-0.011,0.0029,0.00008,
04/23/2008,0.0026,0.002,-0.0116,0.00008,
04/24/2008,0.0066,0.0054,0.0038,0.00008,
04/25/2008,0.0068,-0.0021,0.0017,0.00008,
04/28/2008,-0.0003,0.0055,0.0019,0.00008,
04/29/2008,-0.0036,-0.0042,0.0034,0.00008,
04/30/2008,-0.003,-0.0012,0.0009,0.00008,
05/01/2008,0.0166,0.0006,0.0023,0.00008,
05/02/2008,0.002,-0.0076,0.0002,0.00008,
05/05/2008,-0.0041,0.003,-0.0013,0.00008,
05/06/2008,0.0075,-0.0003,0.0029,0.00008,
05/07/2008,-0.0166,0.0006,-0.0018,0.00008,
05/08/2008,0.0037,0.0014,-0.0016,0.00008,
05/09/2008,-0.0054,0.0066,-0.0025,0.00008,
05/12/2008,0.011,0.0066,-0.0034,0.00008,
05/13/2008,0.0009,0.0067,-0.0004,0.00008,
05/14/2008,0.0038,-0.0043,0.0017,0.00008,
05/15/2008,0.0102,-0.0008,-0.003,0.00008,
05/16/2008,0.001,-0.004,0.0003,0.00008,
05/19/2008,-0.0002,-0.0028,0.0025,0.00008,
05/20/2008,-0.008,0.0062,-0.0017,0.00008,
05/21/2008,-0.0156,0.0046,0.0018,0.00008,
05/22/2008,0.0038,0.0029,-0.0004,0.00008,
05/23/2008,-0.0124,0.0015,-0.0037,0.00008,
05/27/2008,0.0072,0.0058,-0.0022,0.00008,
05/28/2008,0.0049,-0.0006,-0.0007,0.00008,
05/29/2008,0.0061,0.003,-0.0025,0.00008,
05/30/2008,0.0029,0.0026,0,0.00008,
06/02/2008,-0.0098,0.0016,0.0024,0.00008,
06/03/2008,-0.0046,0.0028,0.0002,0.00008,
06/04/2008,0.0002,0.0069,-0.0074,0.00008,
06/05/2008,0.0195,0.0031,-0.0009,0.00008,
06/06/2008,-0.029,0.0016,-0.0003,0.00008,
06/09/2008,-0.0003,-0.0053,-0.0022,0.00008,
06/10/2008,-0.0031,0.0001,-0.0021,0.00008,
06/11/2008,-0.0166,-0.0014,-0.0015,0.00008,
06/12/2008,0.0031,0,-0.0006,0.00008,
06/13/2008,0.0155,0.0027,-0.0035,0.00008,
06/16/2008,0.0015,0.0088,-0.0019,0.00008,
06/17/2008,-0.0055,0.0015,-0.0025,0.00008,
06/18/2008,-0.0096,0.002,0.0026,0.00008,
06/19/2008,0.0034,0.0049,-0.0058,0.00008,
06/20/2008,-0.0179,0.0034,0.0007,0.00008,
06/23/2008,-0.0016,-0.0061,-0.0031,0.00008,
06/24/2008,-0.0054,-0.0117,0.0028,0.00008,
06/25/2008,0.0064,0.0035,-0.0044,0.00008,
06/26/2008,-0.0283,0.0056,0.0013,0.00008,
06/27/2008,-0.0037,0.0023,-0.0042,0.00008,
06/30/2008,-0.0007,-0.0121,0.0032,0.00008,
07/01/2008,0.0029,-0.0045,0.0027,0.00007,
07/02/2008,-0.02,-0.0086,0.0012,0.00007,
07/03/2008,-0.0015,-0.0068,-0.0017,0.00007,
07/07/2008,-0.0081,0.0012,-0.011,0.00007,
07/08/2008,0.0184,0.0101,0.0236,0.00007,
07/09/2008,-0.0206,-0.0008,-0.0132,0.00007,
07/10/2008,0.0065,-0.0002,-0.0123,0.00007,
07/11/2008,-0.0088,0.0148,-0.0111,0.00007,
07/14/2008,-0.0093,-0.0013,-0.0243,0.00007,
07/15/2008,-0.0096,0.0115,-0.0115,0.00007,
07/16/2008,0.0252,0.0003,0.0475,0.00007,
07/17/2008,0.0113,-0.0008,0.0411,0.00007,
07/18/2008,-0.0008,-0.0078,0.0109,0.00007,
07/21/2008,0.0016,0.003,-0.0057,0.00007,
07/22/2008,0.0137,0.0095,0.0316,0.00007,
07/23/2008,0.0032,0.0005,0.016,0.00007,
07/24/2008,-0.0231,0.0051,-0.0287,0.00007,
07/25/2008,0.0047,0.009,-0.0099,0.00007,
07/28/2008,-0.0176,0.0002,-0.0138,0.00007,
07/29/2008,0.0227,-0.0029,0.0317,0.00007,
07/30/2008,0.0158,-0.0135,-0.0015,0.00007,
07/31/2008,-0.0116,0.0061,0.0038,0.00007,
08/01/2008,-0.0047,0.0066,0.0085,0.00006,
08/04/2008,-0.0109,-0.0022,0.005,0.00006,
08/05/2008,0.0265,-0.0057,0.0166,0.00006,
08/06/2008,0.005,0.0053,-0.0114,0.00006,
08/07/2008,-0.0173,0.0062,-0.0173,0.00006,
08/08/2008,0.0228,0.0059,0.0137,0.00006,
08/11/2008,0.0083,0.0137,0.012,0.00006,
08/12/2008,-0.0105,0.0098,-0.0193,0.00006,
08/13/2008,-0.0015,0.0075,-0.0203,0.00006,
08/14/2008,0.0063,0.001,0.013,0.00006,
08/15/2008,0.0038,-0.0036,0.0107,0.00006,
08/18/2008,-0.0145,0.0028,-0.0089,0.00006,
08/19/2008,-0.01,-0.0056,-0.0124,0.00006,
08/20/2008,0.0054,-0.0065,-0.0007,0.00006,
08/21/2008,0.0012,-0.009,-0.0046,0.00006,
08/22/2008,0.0114,0.0043,0.0103,0.00006,
08/25/2008,-0.0192,-0.0012,-0.0052,0.00006,
08/26/2008,0.0033,-0.002,0.0014,0.00006,
08/27/2008,0.0088,0.0027,0.0029,0.00006,
08/28/2008,0.0151,0.0015,0.018,0.00006,
08/29/2008,-0.0125,0.0024,0.0063,0.00006,
09/02/2008,-0.0044,0.0031,0.0203,0.00007,
09/03/2008,-0.0023,0.0054,0.0166,0.00007,
09/04/2008,-0.029,0.002,-0.0047,0.00007,
09/05/2008,0.0042,-0.0083,0.0158,0.00007,
09/08/2008,0.0176,-0.0056,0.022,0.00007,
09/09/2008,-0.0341,0.0058,-0.0069,0.00007,
09/10/2008,0.007,0.004,-0.0078,0.00007,
09/11/2008,0.0122,-0.0094,0.0018,0.00007,
09/12/2008,0.0029,-0.0017,-0.0021,0.00007,
09/15/2008,-0.0445,0.0147,-0.0224,0.00007,
09/16/2008,0.0165,0.0028,0.0196,0.00007,
09/17/2008,-0.046,0.006,-0.0213,0.00007,
09/18/2008,0.0441,0.0108,0.0483,0.00007,
09/19/2008,0.0427,-0.0197,0.036,0.00007,
09/22/2008,-0.0393,0.0033,-0.0337,0.00007,
09/23/2008,-0.0155,0.001,0.0015,0.00007,
09/24/2008,-0.0032,-0.0105,-0.0076,0.00007,
09/25/2008,0.017,-0.0116,0.0065,0.00007,
09/26/2008,0.0011,-0.009,0.0095,0.00007,
09/29/2008,-0.0826,0.0341,-0.0367,0.00007,
09/30/2008,0.0488,-0.0367,0.0285,0.00007,
10/01/2008,-0.0047,-0.0082,0.0278,0.00004,
10/02/2008,-0.042,-0.0059,0.0063,0.00004,
10/03/2008,-0.0147,-0.0083,-0.0124,0.00004,
10/06/2008,-0.0395,-0.0005,0.0045,0.00004,
10/07/2008,-0.0576,0.0107,-0.034,0.00004,
10/08/2008,-0.0127,-0.0021,-0.022,0.00004,
10/09/2008,-0.0736,-0.0024,-0.0254,0.00004,
10/10/2008,-0.0095,0.0383,0.0301,0.00004,
10/13/2008,0.1135,-0.0242,-0.0236,0.00004,
10/14/2008,-0.0086,-0.0299,0.0443,0.00004,
10/15/2008,-0.0878,0.0024,0.0082,0.00004,
10/16/2008,0.0432,0.0217,-0.0163,0.00004,
10/17/2008,-0.0041,-0.0078,-0.0077,0.00004,
10/20/2008,0.0455,-0.0124,-0.0087,0.00004,
10/21/2008,-0.0295,0.0006,0.0057,0.00004,
10/22/2008,-0.0576,0.009,0.0013,0.00004,
10/23/2008,0.0029,-0.0335,-0.0086,0.00004,
